LongPos_COB,Prismatic_Coeff,Len_Disp_Ratio,Beam_Draut_Ratio,Length_Beam_Ratio,Froude_Num,Residuary_Resist
0.54,0.485714286,0.95,0.448818898,0.879120879,0.923076923,0.544143567
0.54,0.485714286,0.95,0.448818898,0.879120879,1,0.806761737
0.52,0.628571429,0.025,0.452755906,0.032967033,0,0.003044384
0.52,0.628571429,0.025,0.452755906,0.032967033,0.076923077,0.005447845
0.52,0.628571429,0.025,0.452755906,0.032967033,0.153846154,0.010254767
0.52,0.628571429,0.025,0.452755906,0.032967033,0.230769231,0.014741227
0.52,0.628571429,0.025,0.452755906,0.032967033,0.307692308,0.02179138
0.52,0.628571429,0.025,0.452755906,0.032967033,0.384615385,0.031405224
0.52,0.628571429,0.025,0.452755906,0.032967033,0.461538462,0.045185066
0.52,0.628571429,0.025,0.452755906,0.032967033,0.538461538,0.063771831
0.52,0.628571429,0.025,0.452755906,0.032967033,0.615384615,0.082999519
0.52,0.628571429,0.025,0.452755906,0.032967033,0.692307692,0.128505047
0.52,0.628571429,0.025,0.452755906,0.032967033,0.769230769,0.205896491
0.52,0.628571429,0.025,0.452755906,0.032967033,0.846153846,0.344496074
0.52,0.628571429,0.025,0.452755906,0.032967033,0.923076923,0.544143567
0.52,0.628571429,0.025,0.452755906,0.032967033,1,0.806761737
0.52,0.542857143,0,0.066929134,0.461538462,0,0.001762538
0.52,0.542857143,0,0.066929134,0.461538462,0.076923077,0.004005768
0.52,0.542857143,0,0.066929134,0.461538462,0.153846154,0.006729691
0.52,0.542857143,0,0.066929134,0.461538462,0.230769231,0.01089569
0.52,0.542857143,0,0.066929134,0.461538462,0.307692308,0.017304919
0.52,0.542857143,0,0.066929134,0.461538462,0.384615385,0.026598302
0.52,0.542857143,0,0.066929134,0.461538462,0.461538462,0.039256529
0.52,0.542857143,0,0.066929134,0.461538462,0.538461538,0.05479891
0.52,0.542857143,0,0.066929134,0.461538462,0.615384615,0.073866368
0.52,0.542857143,0,0.066929134,0.461538462,0.692307692,0.109758052
0.52,0.542857143,0,0.066929134,0.461538462,0.769230769,0.185066496
0.52,0.542857143,0,0.066929134,0.461538462,0.846153846,0.33039577
0.52,0.542857143,0,0.066929134,0.461538462,0.923076923,0.552635796
0.52,0.542857143,0,0.066929134,0.461538462,1,0.86877103
0.54,0.457142857,1,0.842519685,0.483516484,0,0.00432623
0.54,0.457142857,1,0.842519685,0.483516484,0.076923077,0.006889921
0.54,0.457142857,1,0.842519685,0.483516484,0.153846154,0.011055921
0.54,0.457142857,1,0.842519685,0.483516484,0.230769231,0.016984458
0.54,0.457142857,1,0.842519685,0.483516484,0.307692308,0.024995994
0.54,0.457142857,1,0.842519685,0.483516484,0.384615385,0.035571223
0.54,0.457142857,1,0.842519685,0.483516484,0.461538462,0.049351066
0.54,0.457142857,1,0.842519685,0.483516484,0.538461538,0.065374139
0.54,0.457142857,1,0.842519685,0.483516484,0.615384615,0.093094055
0.54,0.457142857,1,0.842519685,0.483516484,0.692307692,0.132510816
0.54,0.457142857,1,0.842519685,0.483516484,0.769230769,0.204935107
0.54,0.457142857,1,0.842519685,0.483516484,0.846153846,0.326870694
0.54,0.457142857,1,0.842519685,0.483516484,0.923076923,0.518025957
0.54,0.457142857,1,0.842519685,0.483516484,1,0.757570902
0.52,0.785714286,0.55,0.405511811,0.648351648,0,0.003044384
0.52,0.785714286,0.55,0.405511811,0.648351648,0.076923077,0.005928537
0.52,0.785714286,0.55,0.405511811,0.648351648,0.153846154,0.010094536
0.52,0.785714286,0.55,0.405511811,0.648351648,0.230769231,0.01538215
0.52,0.785714286,0.55,0.405511811,0.648351648,0.307692308,0.021631149
0.52,0.785714286,0.55,0.405511811,0.648351648,0.384615385,0.031565454
0.52,0.785714286,0.55,0.405511811,0.648351648,0.461538462,0.046466912
0.52,0.785714286,0.55,0.405511811,0.648351648,0.538461538,0.069540138
0.52,0.785714286,0.55,0.405511811,0.648351648,0.615384615,0.092613363
0.52,0.785714286,0.55,0.405511811,0.648351648,0.692307692,0.128665278
0.52,0.785714286,0.55,0.405511811,0.648351648,0.769230769,0.194520109
0.52,0.785714286,0.55,0.405511811,0.648351648,0.846153846,0.307162314
0.52,0.785714286,0.55,0.405511811,0.648351648,0.923076923,0.481974043
0.52,0.785714286,0.55,0.405511811,0.648351648,1,0.710943759
0.56,0.228571429,0.55,0.519685039,0.373626374,0,0.00224323
0.56,0.228571429,0.55,0.519685039,0.373626374,0.076923077,0.004967153
0.56,0.228571429,0.55,0.519685039,0.373626374,0.153846154,0.00865246
0.56,0.228571429,0.55,0.519685039,0.373626374,0.230769231,0.013619612
0.56,0.228571429,0.55,0.519685039,0.373626374,0.307692308,0.01970838
0.56,0.228571429,0.55,0.519685039,0.373626374,0.384615385,0.028040378
0.56,0.228571429,0.55,0.519685039,0.373626374,0.461538462,0.039737222
0.56,0.228571429,0.55,0.519685039,0.373626374,0.538461538,0.055119372
0.56,0.228571429,0.55,0.519685039,0.373626374,0.615384615,0.077231213
0.56,0.228571429,0.55,0.519685039,0.373626374,0.692307692,0.117929819
0.56,0.228571429,0.55,0.519685039,0.373626374,0.769230769,0.204294184
0.56,0.228571429,0.55,0.519685039,0.373626374,0.846153846,0.352187149
0.56,0.228571429,0.55,0.519685039,0.373626374,0.923076923,0.570902099
0.56,0.228571429,0.55,0.519685039,0.373626374,1,0.850184265
1,0.5,0.5375,0.464566929,0.461538462,0,0.001602307
1,0.5,0.5375,0.464566929,0.461538462,0.076923077,0.003685307
1,0.5,0.5375,0.464566929,0.461538462,0.153846154,0.007691075
1,0.5,0.5375,0.464566929,0.461538462,0.230769231,0.012497997
1,0.5,0.5375,0.464566929,0.461538462,0.307692308,0.020349303
1,0.5,0.5375,0.464566929,0.461538462,0.384615385,0.031244993
1,0.5,0.5375,0.464566929,0.461538462,0.461538462,0.04598622
1,0.5,0.5375,0.464566929,0.461538462,0.538461538,0.066175292
1,0.5,0.5375,0.464566929,0.461538462,0.615384615,0.095337286
1,0.5,0.5375,0.464566929,0.461538462,0.692307692,0.145169043
1,0.5,0.5375,0.464566929,0.461538462,0.769230769,0.239064253
1,0.5,0.5375,0.464566929,0.461538462,0.846153846,0.386476526
1,0.5,0.5375,0.464566929,0.461538462,0.923076923,0.610639321
1,0.5,0.5375,0.464566929,0.461538462,1,0.888158949
0,0.5,0.5375,0.464566929,0.461538462,0,9.61E-04
0,0.5,0.5375,0.464566929,0.461538462,0.076923077,0.002723922
0,0.5,0.5375,0.464566929,0.461538462,0.153846154,0.006248999
0,0.5,0.5375,0.464566929,0.461538462,0.230769231,0.011055921
0,0.5,0.5375,0.464566929,0.461538462,0.307692308,0.018106073
0,0.5,0.5375,0.464566929,0.461538462,0.384615385,0.029161993
0,0.5,0.5375,0.464566929,0.461538462,0.461538462,0.044223682
0,0.5,0.5375,0.464566929,0.461538462,0.538461538,0.065854831
0,0.5,0.5375,0.464566929,0.461538462,0.615384615,0.086524595
0,0.5,0.5375,0.464566929,0.461538462,0.692307692,0.125941356
0,0.5,0.5375,0.464566929,0.461538462,0.769230769,0.20349303
0,0.5,0.5375,0.464566929,0.461538462,0.846153846,0.336644768
0,0.5,0.5375,0.464566929,0.461538462,0.923076923,0.553917641
0,0.5,0.5375,0.464566929,0.461538462,1,0.82935427
1,0.5,0.95,0.44488189,0.857142857,0,0.001121615
1,0.5,0.95,0.44488189,0.857142857,0.076923077,0.004005768
1,0.5,0.95,0.44488189,0.857142857,0.153846154,0.007851306
1,0.5,0.95,0.44488189,0.857142857,0.230769231,0.01313892
1,0.5,0.95,0.44488189,0.857142857,0.307692308,0.020349303
1,0.5,0.95,0.44488189,0.857142857,0.384615385,0.030283608
1,0.5,0.95,0.44488189,0.857142857,0.461538462,0.042781606
1,0.5,0.95,0.44488189,0.857142857,0.538461538,0.060086525
1,0.5,0.95,0.44488189,0.857142857,0.615384615,0.089088287
1,0.5,0.95,0.44488189,0.857142857,0.692307692,0.140201891
1,0.5,0.95,0.44488189,0.857142857,0.769230769,0.228008332
1,0.5,0.95,0.44488189,0.857142857,0.846153846,0.369171607
1,0.5,0.95,0.44488189,0.857142857,0.923076923,0.568017946
1,0.5,0.95,0.44488189,0.857142857,1,0.832879346
0,0.5,0.95,0.44488189,0.857142857,0,0.001121615
0,0.5,0.95,0.44488189,0.857142857,0.076923077,0.003685307
0,0.5,0.95,0.44488189,0.857142857,0.153846154,0.007050152
0,0.5,0.95,0.44488189,0.857142857,0.230769231,0.012177536
0,0.5,0.95,0.44488189,0.857142857,0.307692308,0.018907226
0,0.5,0.95,0.44488189,0.857142857,0.384615385,0.028040378
0,0.5,0.95,0.44488189,0.857142857,0.461538462,0.041339529
0,0.5,0.95,0.44488189,0.857142857,0.538461538,0.061528601
0,0.5,0.95,0.44488189,0.857142857,0.615384615,0.084281365
0,0.5,0.95,0.44488189,0.857142857,0.692307692,0.123858356
0,0.5,0.95,0.44488189,0.857142857,0.769230769,0.198525877
0,0.5,0.95,0.44488189,0.857142857,0.846153846,0.33488223
0,0.5,0.95,0.44488189,0.857142857,0.923076923,0.532286493
0,0.5,0.95,0.44488189,0.857142857,1,0.787213588
0.54,0,0.9625,0.346456693,0.857142857,0,0.001121615
0.54,0,0.9625,0.346456693,0.857142857,0.076923077,0.003845538
0.54,0,0.9625,0.346456693,0.857142857,0.153846154,0.007210383
0.54,0,0.9625,0.346456693,0.857142857,0.230769231,0.011857074
0.54,0,0.9625,0.346456693,0.857142857,0.307692308,0.017625381
0.54,0,0.9625,0.346456693,0.857142857,0.384615385,0.024995994
0.54,0,0.9625,0.346456693,0.857142857,0.461538462,0.034609838
0.54,0,0.9625,0.346456693,0.857142857,0.538461538,0.047588527
0.54,0,0.9625,0.346456693,0.857142857,0.615384615,0.070661753
0.54,0,0.9625,0.346456693,0.857142857,0.692307692,0.125460663
0.54,0,0.9625,0.346456693,0.857142857,0.769230769,0.225925332
0.54,0,0.9625,0.346456693,0.857142857,0.846153846,0.386636757
0.54,0,0.9625,0.346456693,0.857142857,0.923076923,0.607915398
0.54,0,0.9625,0.346456693,0.857142857,1,0.883832719
0.54,0,0.525,0.342519685,0.472527473,0,0.001442077
0.54,0,0.525,0.342519685,0.472527473,0.076923077,0.003525076
0.54,0,0.525,0.342519685,0.472527473,0.153846154,0.007370614
0.54,0,0.525,0.342519685,0.472527473,0.230769231,0.012017305
0.54,0,0.525,0.342519685,0.472527473,0.307692308,0.018266303
0.54,0,0.525,0.342519685,0.472527473,0.384615385,0.02627784
0.54,0,0.525,0.342519685,0.472527473,0.461538462,0.036372376
0.54,0,0.525,0.342519685,0.472527473,0.538461538,0.049351066
0.54,0,0.525,0.342519685,0.472527473,0.615384615,0.070501522
0.54,0,0.525,0.342519685,0.472527473,0.692307692,0.120173049
0.54,0,0.525,0.342519685,0.472527473,0.769230769,0.220477488
0.54,0,0.525,0.342519685,0.472527473,0.846153846,0.383752604
0.54,0,0.525,0.342519685,0.472527473,0.923076923,0.598782246
0.54,0,0.525,0.342519685,0.472527473,1,0.904502484
0.54,0,0,0,0.461538462,0,6.41E-04
0.54,0,0,0,0.461538462,0.076923077,0.002563692
0.54,0,0,0,0.461538462,0.153846154,0.005447845
0.54,0,0,0,0.461538462,0.230769231,0.009934305
0.54,0,0,0,0.461538462,0.307692308,0.016023073
0.54,0,0,0,0.461538462,0.384615385,0.022752764
0.54,0,0,0,0.461538462,0.461538462,0.032687069
0.54,0,0,0,0.461538462,0.538461538,0.043582759
0.54,0,0,0,0.461538462,0.615384615,0.061849063
0.54,0,0,0,0.461538462,0.692307692,0.115045666
0.54,0,0,0,0.461538462,0.769230769,0.223521871
0.54,0,0,0,0.461538462,0.846153846,0.403300753
0.54,0,0,0,0.461538462,0.923076923,0.662233616
0.54,0,0,0,0.461538462,1,1
1,1,0.55,0.562992126,0.461538462,0,3.20E-04
1,1,0.55,0.562992126,0.461538462,0.076923077,0.002723922
1,1,0.55,0.562992126,0.461538462,0.153846154,0.006248999
1,1,0.55,0.562992126,0.461538462,0.230769231,0.011536613
1,1,0.55,0.562992126,0.461538462,0.307692308,0.020669764
1,1,0.55,0.562992126,0.461538462,0.384615385,0.034449607
1,1,0.55,0.562992126,0.461538462,0.461538462,0.053517065
1,1,0.55,0.562992126,0.461538462,0.538461538,0.08091652
1,1,0.55,0.562992126,0.461538462,0.615384615,0.114244512
1,1,0.55,0.562992126,0.461538462,0.692307692,0.165838808
1,1,0.55,0.562992126,0.461538462,0.769230769,0.244191636
1,1,0.55,0.562992126,0.461538462,0.846153846,0.370773914
1,1,0.55,0.562992126,0.461538462,0.923076923,0.554558564
1,1,0.55,0.562992126,0.461538462,1,0.82502804
0,1,0.55,0.562992126,0.461538462,0,8.01E-04
0,1,0.55,0.562992126,0.461538462,0.076923077,0.00224323
0,1,0.55,0.562992126,0.461538462,0.153846154,0.005287614
0,1,0.55,0.562992126,0.461538462,0.230769231,0.009934305
0,1,0.55,0.562992126,0.461538462,0.307692308,0.017945842
0,1,0.55,0.562992126,0.461538462,0.384615385,0.029482455
0,1,0.55,0.562992126,0.461538462,0.461538462,0.045345297
0,1,0.55,0.562992126,0.461538462,0.538461538,0.069379907
0,1,0.55,0.562992126,0.461538462,0.615384615,0.099182823
0,1,0.55,0.562992126,0.461538462,0.692307692,0.13795866
0,1,0.55,0.562992126,0.461538462,0.769230769,0.199967954
0,1,0.55,0.562992126,0.461538462,0.846153846,0.326870694
0,1,0.55,0.562992126,0.461538462,0.923076923,0.519948726
0,1,0.55,0.562992126,0.461538462,1,0.816055119
1,0,0.55,0.37007874,0.461538462,0,0.002403461
1,0,0.55,0.37007874,0.461538462,0.076923077,0.004967153
1,0,0.55,0.37007874,0.461538462,0.153846154,0.009293382
1,0,0.55,0.37007874,0.461538462,0.230769231,0.014580997
1,0,0.55,0.37007874,0.461538462,0.307692308,0.02179138
1,0,0.55,0.37007874,0.461538462,0.384615385,0.030924531
1,0,0.55,0.37007874,0.461538462,0.461538462,0.041820221
1,0,0.55,0.37007874,0.461538462,0.538461538,0.05912514
1,0,0.55,0.37007874,0.461538462,0.615384615,0.087165518
1,0,0.55,0.37007874,0.461538462,0.692307692,0.151257811
1,0,0.55,0.37007874,0.461538462,0.769230769,0.261176094
1,0,0.55,0.37007874,0.461538462,0.846153846,0.437910591
1,0,0.55,0.37007874,0.461538462,0.923076923,0.669123538
1,0,0.55,0.37007874,0.461538462,1,0.974843775
0,0,0.55,0.37007874,0.461538462,0,0.001281846
0,0,0.55,0.37007874,0.461538462,0.076923077,0.003685307
0,0,0.55,0.37007874,0.461538462,0.153846154,0.007370614
0,0,0.55,0.37007874,0.461538462,0.230769231,0.012337766
0,0,0.55,0.37007874,0.461538462,0.307692308,0.019227688
0,0,0.55,0.37007874,0.461538462,0.384615385,0.029482455
0,0,0.55,0.37007874,0.461538462,0.461538462,0.041820221
0,0,0.55,0.37007874,0.461538462,0.538461538,0.058964909
0,0,0.55,0.37007874,0.461538462,0.615384615,0.081076751
0,0,0.55,0.37007874,0.461538462,0.692307692,0.127223201
0,0,0.55,0.37007874,0.461538462,0.769230769,0.219836565
0,0,0.55,0.37007874,0.461538462,0.846153846,0.377183144
0,0,0.55,0.37007874,0.461538462,0.923076923,0.594936709
0,0,0.55,0.37007874,0.461538462,1,0.89504887
0.54,1,0.95,0.535433071,0.857142857,0,0
0.54,1,0.95,0.535433071,0.857142857,0.076923077,0.002403461
0.54,1,0.95,0.535433071,0.857142857,0.153846154,0.006088768
0.54,1,0.95,0.535433071,0.857142857,0.230769231,0.011536613
0.54,1,0.95,0.535433071,0.857142857,0.307692308,0.01970838
0.54,1,0.95,0.535433071,0.857142857,0.384615385,0.031244993
0.54,1,0.95,0.535433071,0.857142857,0.461538462,0.048549912
0.54,1,0.95,0.535433071,0.857142857,0.538461538,0.071302676
0.54,1,0.95,0.535433071,0.857142857,0.615384615,0.100945361
0.54,1,0.95,0.535433071,0.857142857,0.692307692,0.138920045
0.54,1,0.95,0.535433071,0.857142857,0.769230769,0.198365647
0.54,1,0.95,0.535433071,0.857142857,0.846153846,0.322544464
0.54,1,0.95,0.535433071,0.857142857,0.923076923,0.508892806
0.54,1,0.95,0.535433071,0.857142857,1,0.75500721
0.54,1,0,0.559055118,0,0,4.81E-04
0.54,1,0,0.559055118,0,0.076923077,0.002563692
0.54,1,0,0.559055118,0,0.153846154,0.005608076
0.54,1,0,0.559055118,0,0.230769231,0.010094536
0.54,1,0,0.559055118,0,0.307692308,0.016183304
0.54,1,0,0.559055118,0,0.384615385,0.025797148
0.54,1,0,0.559055118,0,0.461538462,0.041980452
0.54,1,0,0.559055118,0,0.538461538,0.066335523
0.54,1,0,0.559055118,0,0.615384615,0.095978209
0.54,1,0,0.559055118,0,0.692307692,0.135555199
0.54,1,0,0.559055118,0,0.769230769,0.196442878
0.54,1,0,0.559055118,0,0.846153846,0.313731774
0.54,1,0,0.559055118,0,0.923076923,0.488223041
0.54,1,0,0.559055118,0,1,0.747476366
